,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
15,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,81,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,4
16,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,85,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
17,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,85,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4
18,White Noise Baby Sleep,Clean White Noise - Loopable with no fade,2bRKxuH1o7pTmb1y4GfdEc,87,0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,90228,0
19,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,79,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4
20,Mac DeMarco,For the First Time,2R4AlwtrrkMaRKojcTIzmL,82,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307,4
21,Kendrick Lamar,PRIDE.,6IZvVAP7VPPnsGX6bvgkqg,82,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4
22,XXXTENTACION,Fuck Love (feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,83,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
23,Tyler Childers,Lady May,3t5OV1asJHmOlf23T08CLv,78,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,183533,4
24,Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),2OQ6a4CfUeYskpTTgyawyJ,84,0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,92.999,156773,4
25,Cigarettes After Sex,Sunsetz,69UqtTHfUKAJweQwEStRzC,79,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,214680,4
26,Pentatonix,Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,78,0.364,0.378,7,-7.381,0,0.0331,0.47,0.0,0.339,0.366,89.918,268960,3
27,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,83,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
28,Joey Bada$$,Love Is Only a Feeling,7umZiitjVsEjMQ6HNddpUI,80,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041,4
29,Drake,Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,81,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4
30,Luke Combs,When It Rains It Pours,1mMLMZYXkMueg65jRRWG1l,79,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
31,Cigarettes After Sex,K.,7LX4aXtvImhdgUHQBlo8Kp,78,0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113,319560,4
32,Daniel Caesar,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,81,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4
33,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,88,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
34,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,79,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,275080,4
35,Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,83,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
36,XXXTENTACION,Look At Me!,7floNISpH8VF4z4459Qo18,82,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
37,Kendrick Lamar,DNA.,6HZILIRieu8S0iqY8kIKhj,80,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4
38,$uicideboy$,For the Last Time,240audWazVjwvwh7XwfSZE,76,0.844,0.533,1,-9.612,1,0.552,0.0735,3.46e-06,0.0953,0.23,140.078,156081,4
39,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,79,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,181812,4
40,Young Nudy,EA (feat. 21 Savage),68MTDH8Kk4jBEV1ah0n89s,78,0.451,0.876,10,-5.205,0,0.414,0.261,0.0,0.098,0.227,87.306,227176,5
41,Billie Eilish,Bored,04sN26COy28wTXYj3dMoiZ,85,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4
42,Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,80,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4
43,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),15EPc80XuFrb2LmOzGjuRg,77,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4
44,NF,Let You Down,52okn5MNA47tk87PeZJLEL,81,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
45,Chase Atlantic,Swim,3M0lSi5WW79CXQamgSBIjx,84,0.666,0.542,8,-6.429,1,0.0392,0.27,0.0,0.0765,0.0771,120.134,228787,4
46,Jhené Aiko,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,76,0.741,0.61,6,-7.34,0,0.0511,0.316,0.0,0.534,0.72,125.99,276960,4
47,Frank Ocean,Chanel,6Nle9hKrkL1wQpwNfEkxjh,78,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4
48,Luke Combs,Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,76,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,4
49,Playboi Carti,Location,3yk7PJnryiJ8mAPqsrujzf,77,0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,168784,4
50,Sam Smith,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,76,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
51,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,88,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
52,Thundercat,Them Changes,7CH99b2i1TXS5P8UUyWtnM,78,0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,188454,4
53,Imagine Dragons,Thunder,1zB4vmk8tFRmM9UULNzbLB,85,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
54,Taylor Swift,Getaway Car,0VE4kBnHJUgtMf0dy6DRmW,80,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627,4
55,21 Savage,Bank Account,5eqK0tbzUPo2SoeZsov04s,79,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,220307,4
56,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,84,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
57,SZA,The Weekend,6gU9OKjOE7ghfEd55oRO57,77,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,272187,3
58,Khalid,Location,152lZdxL1OR0ZMW6KquMif,78,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
59,Declan McKenna,Brazil,4sNG6zQBmtq7M8aeeKJRMQ,80,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,252307,4
60,Phoebe Bridgers,Motion Sickness,5xo8RrjJ9CVNrtRg2S3B1R,77,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,229760,4
61,Daniel Caesar,Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,80,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4
62,Russ,Losin Control,4cxMGhkinTocPSVVKWIw0d,76,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
63,XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,77,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,87561,4
64,SZA,Normal Girl,5fQBa4wkmq28xpSLOQ202K,76,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,4
65,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,86,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
66,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,86,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4
67,Still Woozy,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4
68,Nitty Gritty Dirt Band,Fishing In The Dark,3i5QyEUyXa9Y7lIklr5sWk,72,0.765,0.494,2,-7.348,1,0.0377,0.31,0.0,0.0836,0.91,77.724,201987,4
69,Kodak Black,Transportin',1WIZiOuNO3woKfdlSK2gNn,74,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,169345,4
70,The Living Tombstone,My Ordinary Life,6tMdpUXfT70TD6Eh3XfB1p,81,0.648,0.827,9,-4.78,0,0.042,0.00533,0.338,0.217,0.598,176.005,230895,4
71,Taylor Swift,Delicate,6NFyWDv5CjfwuzoCkw47Xf,79,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
72,Cigarettes After Sex,Sweet,3VSYkAf6f46i5ZkXOHORq1,75,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,291640,4
73,Tyler Childers,Nose On The Grindstone (OurVinyl Sessions),4a2uqVlpRChHj32EjJLu7G,73,0.488,0.284,10,-11.039,1,0.0551,0.735,0.0,0.319,0.398,149.952,204000,3
74,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,81,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4
75,Brett Young,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,75,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,4
76,Billie Eilish,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,81,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,203569,3
77,Tee Grizzley,First Day Out,3muBQDekYAg7jm6hDu6R0Z,73,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,254694,4
78,Gunna,Drip or Drown,6ZthdsKjWtiCxnxbhs74vF,75,0.952,0.478,5,-8.52,0,0.361,0.774,0.0,0.112,0.568,118.008,126168,4
79,XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,77,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,101851,4
80,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,82,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
81,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,85,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
82,SZA,Supermodel,5wTVNpi5WDByxBgKgUE6MU,74,0.613,0.442,6,-8.874,1,0.288,0.651,0.0,0.26,0.252,119.737,181120,5
83,SZA,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,75,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,4
84,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,80,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,4
85,Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,76,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4
86,Tay-K,I <3 My Choppa,0Dk9lP1YnOqssHH0oCeq9u,73,0.732,0.47,0,-7.601,0,0.244,0.000279,0.0,0.119,0.411,159.936,105000,4
87,Tay-K,M.... She Wrote,1WRzux3cJRM9xRNN99QKgR,73,0.777,0.707,9,-4.85,0,0.286,0.28,0.0,0.0749,0.614,159.662,112000,4
88,Tee Grizzley,From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2,72,0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061,158684,4
89,Chris Stapleton,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,73,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
90,Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5,76,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4
91,Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),1MJErNPIQUoEMu4YUUmecm,74,0.859,0.563,1,-6.635,0,0.112,0.0541,0.0,0.0685,0.412,119.934,258789,4
92,Logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,77,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
93,Lil Peep,beamer boy,16dlDlLW9Uv8lmIUvAXAjG,76,0.743,0.731,8,-4.511,1,0.103,0.0492,1.9e-05,0.226,0.337,123.989,203373,4
94,Lil Peep,Save That Shit,64PgpLHuQK3UJ5qZ875Vei,78,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,106.0,231547,4
95,Her's,What Once Was,1XrSjpNe49IiygZfzb74pk,76,0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,255067,3
96,Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,74,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,235535,4
97,Kodak Black,Roll in Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,74,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4
98,Kane Brown,Heaven,1HXy5I3HTWq8OvxCn0z7G7,73,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,179507,4
99,Miguel,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,74,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,259333,4
100,Tyler Childers,Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,72,0.607,0.739,0,-5.503,1,0.0274,0.114,0.000234,0.192,0.875,84.467,280787,4
101,NF,Lie,07FkzikE6FuHIa8Ma7zJGc,77,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,4
102,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,86,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
103,WILLIS,I Think I Like When It Rains,5S5u0EWtlblH00iTNExZ6X,75,0.622,0.471,9,-7.105,1,0.0277,0.0448,0.0,0.0957,0.278,124.455,278293,4
104,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,85,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4
105,Chord Overstreet,Hold On,5vjLSffimiIP26QG5WcN2K,82,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,198853,4
106,Migos,Bad and Boujee (feat. Lil Uzi Vert),0M9ydKzuF3oZTfYYPfaGX1,76,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,343150,4
107,Chase Atlantic,Consume (feat. Goon Des Garcons),0X2bh8NVQ8svDQIn2AdCbW,80,0.556,0.714,9,-5.322,0,0.158,0.07,0.0,0.261,0.434,146.113,267920,4
108,Aminé,Caroline,5hTpBe8h35rJ67eAWHQsJx,74,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04,209640,4
109,Imagine Dragons,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,82,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4
110,SZA,Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,73,0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,208400,4
111,$uicideboy$,2nd Hand,3YeQsJs1FdLI3w0BqWwpmk,73,0.933,0.424,1,-6.686,1,0.127,0.0307,0.0,0.101,0.0775,139.977,123469,4
112,Lee Brice,Rumor,56eGOeSsqdg3FLxdo83TwV,72,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
113,Mac DeMarco,Watching Him Fade Away,2QzKAF0y1BQhxwg8N05Uog,75,0.74,0.072,3,-17.984,1,0.0713,0.981,0.00698,0.111,0.297,139.081,143080,4
114,Chase Atlantic,Into It,4HwDCXsMBC7SUdp2WT4MZP,80,0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,196767,4
115,Clairo,Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,76,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,123884,4
116,Billie Eilish,watch,7eB1V5LvAdxCc7brfGhRRo,79,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,177523,4
117,Pentatonix,I'll Be Home For Christmas,5P5rUzjpgTkZeQbr0CVdsZ,72,0.602,0.493,8,-6.907,1,0.0308,0.103,0.0,0.119,0.487,112.979,207560,3
118,NF,If You Want Love,3i5qVV8azKqGFK4Gzdt5YS,76,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,199387,1
119,Taylor Swift,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,79,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
120,Rex Orange County,Best Friend,3rPtS4nfpy7PsARctAWpzd,78,0.576,0.714,6,-5.247,1,0.0595,0.395,0.0,0.115,0.321,144.981,262231,4
121,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,4
122,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,74,0.48,0.61,0,-7.042,1,0.305,0.0456,0.0,0.313,0.297,90.034,255653,4
123,XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,76,0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,129720,4
124,Lil Skies,Lust,7oJrVhiTPZGBXWPwhxjy9S,74,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,156000,4
125,Luke Combs,One Number Away,4gB7HrYHbJVJ5RFOjxmoq4,72,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,4
126,Cody Fry,I Hear a Symphony,4ZHGRFGwjnEIXHG2FhcDPv,76,0.197,0.247,3,-8.542,1,0.0306,0.934,0.0163,0.111,0.407,75.787,185176,3
127,XXXTENTACION,RIP Roach,658I1uDnmLSiltFCf98AWE,77,0.727,0.62,8,-6.443,1,0.306,0.398,0.0,0.0926,0.555,105.003,169979,4
128,PnB Rock,Selfish,2xbI8Vmyv3TkpTdywpPyNw,72,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981,245604,4
129,YNW Melly,772 Love,230wNo1dnexltKYQbsW7oD,73,0.676,0.623,6,-7.297,0,0.0352,0.226,1.66e-05,0.159,0.347,111.466,209489,4
130,Frank Sinatra,Jingle Bells,4KV9bM7a1KDc7b7OakFZic,77,0.706,0.383,8,-11.44,1,0.0342,0.758,0.0,0.0608,0.87,86.997,122160,4
131,Shawn Mendes,Mercy,0AS63m1wHv9n4VVRizK6Hc,82,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
132,Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,74,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,4
133,Trippie Redd,Love Scars,0AICBlLzFCTpUqmAbtzB2z,72,0.659,0.614,9,-7.32,0,0.0541,0.000404,0.0,0.123,0.26,119.405,143969,4
134,Mac DeMarco,Moonlight on the River,2fhOljbX79loRcdl47SFye,73,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,422613,4
135,Taylor Swift,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,76,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4
136,Clairo,Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,75,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,178352,4
137,Pentatonix,God Rest Ye Merry Gentlemen,02ibK22WhjAVzKBm7da7lm,71,0.754,0.4,1,-8.832,0,0.0579,0.766,0.0,0.196,0.693,135.945,149680,4
138,Granular,White Noise - 145 hz,6H4B9gJD6eQlNoEh8q85pP,74,0.0,2.03e-05,2,-40.449,0,0.0,0.944,0.869,0.112,0.0,0.0,135484,0
139,Green Day,Boulevard of Broken Dreams,5GorCbAP4aL0EJ16frG2hd,77,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4
140,K.Flay,High Enough,1qwno7xb5mJe71xtMS6jl2,77,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,231600,4
141,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK,85,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4
142,Meghan Trainor,NO,0l0CvurVUrr2w3Jj1hOVFc,82,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,4
143,Billie Eilish,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,80,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4
144,Yoke Lore,Beige,7uYQELhe7g6QLIzZDOlhbW,73,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,204209,4
145,Taylor Swift,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,76,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4
146,Tyler Childers,Follow You To Virgie (OurVinyl Sessions),4Oz6xl8qhJTdjYZeT98V4m,70,0.566,0.325,10,-8.819,1,0.0439,0.732,0.0,0.317,0.511,78.822,202000,4
147,Taylor Swift,Gorgeous,1ZY1PqizIl78geGM4xWlEA,79,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
148,Steve Lacy,Ryd,5Ha9IheRrkDyr7ZdhaRsWb,72,0.788,0.939,9,-7.327,0,0.0544,0.0723,0.000181,0.133,0.98,137.002,140182,4
149,A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,75,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,4
150,Granular,White Noise - 500 hz,65rkHetZXO6DQmBh3C2YtW,75,0.0,4.98e-05,10,-32.354,0,0.0,0.923,0.297,0.11,0.0,0.0,147097,0
151,Cuco,Lo Que Siento,4CYeId6mLAasOb6o0NCz4Y,74,0.327,0.684,10,-5.576,1,0.177,0.506,0.0,0.427,0.425,86.89,312000,5
152,Drake,Fake Love,343YBumqHu19cGoGARUTsd,74,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4
