,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
32,80purppp,Hex,7D7e6hm2LiNd6nLuJF6K9Q,82,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,122222,4
33,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,80,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
34,Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,78,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4
35,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,83,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
36,Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,78,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4
37,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,77,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4
38,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,78,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
39,Katy Perry,Cozy Little Christmas,02FaKXXL7KUtRc7K0k54tL,82,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,182521,4
40,Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,79,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009,158421,4
41,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,84,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
42,Tyler Childers,Shake the Frost (Live),19MkwMrRjO7773zpuGss1o,75,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,175120,4
43,Mac Miller,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,79,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271733,4
44,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,83,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
45,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,79,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455,4
46,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,83,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4
47,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,81,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
48,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,76,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,247055,4
49,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,82,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
50,Jessie J,Man With The Bag,2Ysi49tRdVH74d1Cnc4o94,79,0.626,0.676,7,-3.178,1,0.0739,0.608,0.0,0.493,0.684,140.677,163560,4
51,Vansire,From the Subway Train,0qOCy2LqvdkMora7eZsJhQ,80,0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,57370,4
52,Joji,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,81,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
53,Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,80,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4
54,Kanye West,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,77,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4
55,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,81,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
56,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,78,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
57,Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,78,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4
58,Rainbow Kitten Surprise,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,77,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,152293,4
59,Playboi Carti,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,78,0.657,0.668,2,-6.208,1,0.136,0.0273,0.0,0.32,0.227,162.997,206333,4
60,Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,76,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
61,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,79,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
62,Morgan Wallen,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,74,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,4
63,Joji,worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,79,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,126312,1
64,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,76,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
65,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,78,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
66,Beach Bunny,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,81,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4
67,Playboi Carti,R.I.P.,3L0IKstjUgDFVQAbQIRZRv,77,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,192027,4
68,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,78,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
69,Summer Walker,Deep,3LfHBTYZBTqmz43tvVXJBd,78,0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927,92093,4
70,Kali Uchis,Dead To Me,6LOZws7T3jqZz78unPgFF9,78,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,199506,4
71,Sia,Santa's Coming for Us,1N1ZpYUJc9fwrqk53FGgWv,82,0.547,0.814,1,-6.191,1,0.12,0.0215,0.0,0.0475,0.724,92.986,205267,4
72,Lil Baby,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,75,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4
73,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,86,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
74,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,83,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
75,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,79,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
76,J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,75,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,200310,4
77,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,78,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4
78,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,88,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
79,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,78,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4
80,Metro Boomin,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,77,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,166093,4
81,Juice WRLD,Hurt Me,3XRQT7EoS4U87rUuJwg5P3,76,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,122285,4
82,Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,76,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4
83,Freddie Dredd,GTG,46M2hXnaQpueG7vSvgVtVH,78,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,93894,4
84,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,81,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
85,Polo G,Neva Cared,3UnYMo1aeD0o8VtHy3R8cs,75,0.822,0.35,1,-12.207,0,0.574,0.0213,0.0,0.0757,0.346,77.528,186000,4
86,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,80,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
87,Summer Walker,Karma,2Fyjjpg03fn7n5cj0Qm380,77,0.593,0.294,1,-10.072,0,0.0499,0.345,2.03e-05,0.287,0.152,113.847,188907,4
88,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,76,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,205800,4
89,03 Greedo,Substance,0MoQI1EZGSHLhd5UBdxPol,78,0.599,0.32,3,-13.716,0,0.0787,0.26,0.0,0.106,0.197,70.998,219834,4
90,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,79,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4
91,Alec Benjamin,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,79,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4
92,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,82,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
93,Playboi Carti,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,75,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077,211773,4
94,Dominic Fike,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,76,0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4
95,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,75,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4
96,Morgan Wallen,Talkin' Tennessee,7szRiHu6r91o2Po9GTPN4c,72,0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,4
97,Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,75,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,186945,4
98,Tom Rosenthal,Lights Are On,4IhTXiZLKATmwhMZIb1GQN,81,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4
99,Jason Aldean,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,72,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
100,5 Seconds of Summer,Youngblood,2iUXsYOEPhVqEBwsqP70rE,81,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
101,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,76,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4
102,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,77,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
103,Mitski,Nobody,2P5yIMu2DNeMXTyOANKS6k,78,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,193429,4
104,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,80,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
105,$uicideboy$,Carrollton,2XSrt1dcuOXPgl3B4bxmBz,74,0.848,0.52,5,-10.663,0,0.501,0.00225,0.000799,0.679,0.304,149.996,203897,4
106,Kanye West,All Mine,3U21A07gAloCc4P7J8rxcn,76,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,145507,4
107,Mitski,Me and My Husband,3pANfZVFdtuVnJsE6xa5Ox,77,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,137142,4
108,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,84,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
109,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,78,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4
110,Key Glock,Russian Cream,03ThZweiBWFP8tOGsk6QMO,71,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,142498,4
111,The Neighbourhood,Reflections,2xql0pid3EUwW38AsywxhV,80,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4
112,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,82,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
113,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,77,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4
114,MC L da Vinte,Parado no Bailão,3Hb9kUdm4yf839Fle4RIdT,84,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,171692,5
115,Mac Miller,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,75,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4
116,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,76,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4
117,Lauv,I Like Me Better,0EcQcdcbQeVJn9fknj44Be,82,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,197437,4
118,Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,79,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
119,Post Malone,Stay,4H7WNRErSbONkM06blBoGc,76,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,204427,4
120,Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,80,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
121,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,80,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
122,Bad Bunny,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,83,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4
123,Lil Yachty,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,72,0.769,0.807,11,-2.966,1,0.306,0.0515,0.0,0.111,0.364,82.422,139845,4
124,Future,Fine China,5274I4mUMnYczyeXkGDWZN,74,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4
125,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,75,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4
126,Crafting Audio,Cabin Noise Focus,3kxUcpFquT4ZdvJC1Nyu5q,78,0.107,0.236,11,-26.609,0,0.0579,0.937,0.0138,0.111,0.00228,80.628,162407,4
127,Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,74,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,210387,4
128,Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,73,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,166343,4
129,benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,79,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4
130,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,75,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4
131,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,79,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
132,Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,81,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285,4
133,Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,74,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,164640,4
134,Lil Baby,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,75,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,4
135,Playboi Carti,Foreign,500l6Cwe40hkPqS7Sf7ufY,72,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955,142893,4
136,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,76,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,198408,4
137,Lonely God,Marlboro Nights,755inykyaG4w22GWAsA3MX,76,0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,68523,4
138,21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd,73,0.872,0.591,6,-6.952,0,0.359,0.111,0.0,0.144,0.696,131.982,205352,4
139,AJR,Burn The House Down,0TkJIyL69RAUIbNwGub6uR,69,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,212374,4
140,grandson,Blood // Water,7clyJIrLkEbXUDwj1tC9zz,70,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,214520,4
141,Calum Scott,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,81,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,204326,3
142,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,79,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
143,XXXTENTACION,infinity (888) - feat. Joey Bada$$,7J2gyNghNTzl4EsLhXp01Q,74,0.562,0.579,10,-6.788,0,0.484,0.274,0.0,0.102,0.577,84.143,176591,4
144,Trippie Redd,Dark Knight Dummo,4apiNNK0jp9uqn3JDG9My1,72,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,256163,3
145,Tyler Childers,Charleston Girl (Live),3R6yNicsZrWF8ybl02imcB,70,0.374,0.585,8,-9.436,1,0.054,0.748,0.0,0.821,0.654,176.859,179720,4
146,Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c,73,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504,176443,4
147,Bad Bunny,La Romana,1khmgu0pveJbkbpbkyvcQv,77,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4
148,Meghan Trainor,"White Christmas - Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville",71azyw4EJDlGru5Uw6DGzT,73,0.566,0.437,9,-10.13,1,0.0359,0.427,3.35e-06,0.373,0.513,67.053,194312,4
149,YoungBoy Never Broke Again,Outside Today,3sA7HKGzcKTVscdiTCrWpX,69,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,4
150,Metro Boomin,Don't Come Out The House (with 21 Savage),2Grb4G6t9VIqo6moKUloom,72,0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,74.963,168347,4
151,Key Glock,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,72,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600,4
152,The Alchemist,E. Coli (feat. Earl Sweatshirt),3GXSywNvYLAVUCtjMHkKDh,73,0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,132147,3
