,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
68,Conner Smith,Take It Slow,3CC2sCo30DhwOwGI4NN30I,75,0.594,0.838,5,-3.768,1,0.0323,0.0823,0.0,0.126,0.524,116.012,162587,4
69,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5B0kgjHULYJhAQkK5XsMoC,77,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,121573,4
70,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,86,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
71,Carly Pearce,What He Didn't Do,5OLaVCAM2pqg7X9mAM2W8M,75,0.628,0.632,9,-5.932,1,0.0325,0.257,0.0,0.288,0.559,137.854,191227,4
72,Elton John,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,87,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
73,Lil Durk,Broadway Girls (feat. Morgan Wallen),3DZ8dbKg4OTSSqGARvecYd,75,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4
74,AJR,Bang!,5FQPpxOXsvkMN6v18gtpwY,72,0.74,0.517,1,-6.233,0,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,4
75,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,85,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
76,Cody Johnson,Human,5AihIu9yF3flkw1jFMyfwW,74,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,221520,4
77,24kGoldn,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,83,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4
78,Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi,83,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4
79,Drake,Yebba’s Heartbreak,1PDP7mLiAMwhfmgIwzhOm2,79,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,133763,4
80,Drake,Girls Want Girls (with Lil Baby),37Nqx7iavZpotJSDXZWbJ3,79,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,221980,4
81,Olivia Rodrigo,brutal,6SRsiMl7w1USE4mFqrOhHC,79,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4
82,Kxllswxtch,WASTE,4NgherJDfCXWBZBYheM4jK,82,0.627,0.123,7,-14.411,1,0.0316,0.859,0.00105,0.149,0.11,131.883,120429,4
83,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,85,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
84,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3EG9FJ0ToLfgnc1IG2Z1wz,76,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,588139,4
85,GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,86,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4
86,Baby Keem,trademark usa,15hJmqqEtASVXl6sM7i4UF,74,0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,270671,4
87,Eyedress,Something About You,6RiiSy9GzSwiyDEJDiMuKe,79,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4
88,Bruno Mars,Smokin Out The Window,3xVZYkcuWalGudeKl861wb,79,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4
89,Morgan Wallen,865,0sKEilrw1GrBlG6qsTCrP4,73,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,190680,4
90,DVRST,Close Eyes,3CLSHJv5aUROAN2vfOyCOh,84,0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,132346,4
91,Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,85,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4
92,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),1dg3qy5DjoJodawfOCgrTP,78,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,232048,4
93,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,81,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4
94,Atlus,You're a Fucking Bitch Hope You Know That Shit,06q3sUgkq2k7uhdsi1fczX,74,0.79,0.66,1,-5.677,0,0.248,0.399,0.0,0.104,0.652,143.904,163156,4
95,Baby Keem,lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0,77,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4
96,Billie Eilish,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,82,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3
97,Latto,Big Energy,6Zu3aw7FfjAF9WA0fA81Oq,76,0.935,0.807,11,-3.838,0,0.114,0.0514,0.0,0.349,0.813,106.017,173182,4
98,Lil Tecca,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB,76,0.704,0.537,0,-8.565,1,0.302,0.223,0.0,0.122,0.7,77.444,123871,4
99,Taylor Swift,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,81,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4
100,Nardo Wick,Me or Sum (feat. Future & Lil Baby),2HHLfzE7PkljuqyYU4vwmh,73,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,225533,4
101,Ed Sheeran,Merry Christmas,3bH2Eu9A9ymI4UnGHRmoXg,84,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,208547,4
102,ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ,72,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3
103,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,84,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
104,Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,80,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,193507,4
105,MisterWives,Jingle Bell Rock -Spotify Singles Holiday,7Ao5aouOwI94DuwcXa5X1i,74,0.629,0.657,4,-7.771,1,0.0313,0.169,2.74e-05,0.454,0.603,120.013,142893,4
106,Drake,Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk,76,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4
107,Maroon 5,Memories,4cktbXiXOapiLBMprHFErI,85,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4
108,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,83,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4
109,Olivia Rodrigo,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,78,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,163587,4
110,Fuerza Regida,Me Acostumbre A Lo Bueno,1hHnCReCPe1FUkGLTeuCaC,79,0.715,0.739,6,-3.779,0,0.041,0.578,0.0,0.0887,0.963,101.611,140984,3
111,Laufey,Love to Keep Me Warm,3bq7dXN7arTdaq8mmKXxob,74,0.669,0.208,0,-12.539,1,0.0692,0.97,0.000524,0.106,0.315,139.928,158133,4
112,Yeat,Sorry Bout That,4VHkjPgAis9JNfc1URn7zZ,75,0.73,0.643,6,-7.811,0,0.0984,8.47e-05,0.0,0.203,0.492,141.961,186018,4
113,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,78,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4
114,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,83,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
115,Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,73,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626,4
116,Taylor Swift,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,77,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4
117,Joyner Lucas,Ramen & OJ,4TIqzdAssasqx3DAe6cG9J,75,0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,106.196,218448,3
118,Jessica Darrow,Surface Pressure,760jhRscwGbIIe1m1IIQpU,75,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,202227,4
119,Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,76,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4
120,Morgan Wallen,Bandaid On A Bullet Hole,1RvoRAL612adAVrPUoAMHR,72,0.543,0.48,2,-6.745,1,0.0301,0.794,0.0,0.119,0.391,154.78,234333,3
121,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,75,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4
122,Drake,What’s Next,3aQem4jVGdhtg116TmJnHz,75,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154,4
123,Dan + Shay,You,2xPV95cfbyusygMTxpa3SW,72,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,196253,4
124,YoungBoy Never Broke Again,Nevada,2cEnKRR4dYBB2VA1mjlb1z,72,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,155738,4
125,John Legend,You Deserve It All,2ZAEbbKPNf1Wv1fifB2nyd,77,0.524,0.739,0,-6.681,1,0.0386,0.215,0.0,0.0636,0.48,83.095,198627,4
126,Gabby Barrett,Pick Me Up,7xNYZeFtrB05pi9tc6lEeb,72,0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,169440,4
127,Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,79,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,3
128,Rauw Alejandro,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,85,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4
129,OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B,82,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855,4
130,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3,75,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,96000,4
131,Olivia Rodrigo,enough for you,2TOzTqQXNmR2zDJXihjZ2e,77,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4
132,42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,72,0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,156368,4
133,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,88,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
134,Morgan Wallen,Somebody’s Problem,42lqBjPYlmL1EXpMDXvhSN,72,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,161773,4
135,Rod Wave,Street Runner,5iMRhOHzze2CujxHiJ6cRL,71,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,252021,4
136,Chayce Beckham,23,2ixkIrn45mNfdLDLHuyfRt,74,0.626,0.583,0,-7.346,0,0.0318,0.276,0.0,0.141,0.428,87.977,228145,4
137,Brett Young,You Didn’t,5Jwcv2Le3Klwgrgyqa12ZA,72,0.623,0.466,11,-7.6,1,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,225813,3
138,Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO,72,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,146845,4
139,Jason Aldean,If I Didn't Love You,1WQ40xJSvgDmD9K7ckJwux,72,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,212030,4
140,Pooh Shiesty,Back In Blood (feat. Lil Durk),7FGdjbZ32vMybPuP0IuE7d,72,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4
141,Key Glock,Ambition For Cash,4mIHgQ3ofK2RK34UdbqMbe,76,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,143480,4
142,Roddy Doyle Trio,Sleigh Ride,3CwE9ExeHCA9ho6hy1lrNZ,74,0.641,0.203,0,-16.658,1,0.0336,0.923,0.121,0.134,0.381,121.843,202664,4
143,Taylor Swift,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,80,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
144,$uicideboy$,Ugliest,2Q9nA56DKKJhj4cHMbHlAS,72,0.752,0.55,5,-7.166,0,0.362,0.172,0.0148,0.14,0.405,174.073,178131,4
145,Kordhell,Live Another Day,34lfu3S4fIcKZRNXzbdbo7,82,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4
146,Yeat,Gët Busy,20O48JTG6O46tPAuZbliRA,73,0.66,0.58,10,-9.921,0,0.0393,0.0372,0.0,0.116,0.115,139.902,157780,4
147,Jason Aldean,That's What Tequila Does,6kCFt2ATuMIE5H9zVEJXei,71,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,189307,3
148,Adele,Oh My God,3Kkjo3cT83cw09VJyrLNwX,82,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,225149,4
